Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Author Keywords,Document Type,Publication Stage,Source,EID
"Jun P., Rahmat E., Han C.-H., Yang C., Kang Y.",57218911104;57214680944;54785874800;57191201280;57212634014;,Traditional Chinese Medicine and Traditional Indonesian Medicine: A Comparative Review of Herbal Medicines Restricted in Pregnancy,2021,Chinese Journal of Integrative Medicine,27,10,,794,800,,,10.1007/s11655-021-3487-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110402899&doi=10.1007%2fs11655-021-3487-7&partnerID=40&md5=48b71a6da8208804279fcc18f94c4670,Chinese herbal medicine; herbal contraindications for pregnancy; jamu; restricted herbal medicines; traditional Chinese medicine; traditional indonesian medicine,Review,Final,Scopus,2-s2.0-85110402899
"Akter J., Islam M.Z., Hossain M.A., Takara K.",57209422762;55468847200;7402472585;7005621893;,Anti-tyrosinase properties of different species of turmeric and isolation of active compounds from Curcuma amada,2021,Medicinal Chemistry Research,30,9,,1669,1676,,,10.1007/s00044-021-02764-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110881569&doi=10.1007%2fs00044-021-02764-z&partnerID=40&md5=b81e89c7afa1e3c003cb94e5e0e7fd83,Active compounds; Anti-tyrosinase; Antimelanogenic; Curcuma amada; NMR,Article,Final,Scopus,2-s2.0-85110881569
"Park S.C., Trinh T.A., Lee W.-Y., Baek J.Y., Lee S., Choi K., Ha J., Kim C.-E., Kang K.S., Lee H.L.",57200043420;57197719134;57207303603;57197829676;57203597387;57218603933;57222491224;57194146036;8963300800;57202005050;,Effects of estrogen inhibition formula herbal mixture for danazol-induced precocious puberty in female rats: an experimental study with network pharmacology,2021,Integrative Medicine Research,10,3,100708,,,,,10.1016/j.imr.2020.100708,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102854786&doi=10.1016%2fj.imr.2020.100708&partnerID=40&md5=d802b206546fc0aa436d71042e2c930e,Estrogen inhibition; Herbal medicine; Hypothalamic-pituitary-gonads axis (HPGA); network pharmacology; Puberty,Article,Final,Scopus,2-s2.0-85102854786
"Liu Y., Cheng Y.",57193012605;13410220300;,Combined development of traditional Chinese medicine and interventional medicine,2021,Journal of Interventional Medicine,4,3,,136,138,,,10.1016/j.jimed.2021.07.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115844952&doi=10.1016%2fj.jimed.2021.07.002&partnerID=40&md5=3ca9883b89d0237bbdc9f8fd0f923a71,Interventional medicine; Traditional Chinese medicine,Article,Final,Scopus,2-s2.0-85115844952
"Aumeeruddy M.Z., Mahomoodally M.F.",57199155979;9537009000;,Traditional herbal medicines used in obesity management: A systematic review of ethnomedicinal surveys,2021,Journal of Herbal Medicine,28,,100435,,,,1,10.1016/j.hermed.2021.100435,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104630350&doi=10.1016%2fj.hermed.2021.100435&partnerID=40&md5=393ccc3977449e759d8a97260be1660e,Medicinal plants; Obesity; Phytotherapy; Traditional medicine,Article,Final,Scopus,2-s2.0-85104630350
"Magalhães M., Manadas B., Efferth T., Cabral C.",57216946588;8873704400;7005243974;25222407900;,Chemoprevention and therapeutic role of essential oils and phenolic compounds: Modeling tumor microenvironment in glioblastoma,2021,Pharmacological Research,169,,105638,,,,1,10.1016/j.phrs.2021.105638,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105057870&doi=10.1016%2fj.phrs.2021.105638&partnerID=40&md5=264d4168042e0e53118eb20592daf9af,Anticancer therapy; Chemoprevention; Essential oils; Glioblastoma; Phenolic compounds; Tumor microenvironment,Review,Final,Scopus,2-s2.0-85105057870
"Pauzi A.N., Muhammad N., Abdullah N., Kamal N.",57210917109;54920228700;57196041218;57104858100;,Discrimination of herbal products from zingiberaceae family using electric nose combined with chemometric techniques,2021,Malaysian Journal of Chemistry,23,2,,205,212,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110202940&partnerID=40&md5=970f1b16743e1922365b0d4538e54fb8,Chemometric; Electric nose; Herbal product; Volatile compounds; Zingiberaceae,Article,Final,Scopus,2-s2.0-85110202940
"Varshney J.P., Chaudhary P.S.",6701529020;57303632800;,Ascites due to liver cirrhosis/fibrosis in an indian gray mongoose (Herpestes edwardsi),2021,Veterinary Practitioner,22,1,,73,75,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117591686&partnerID=40&md5=1c40110d37535092e2e0f96eabb2f589,Ascites; Electrocardiography; Indian gray mongoose; Liver cirrhosis; Radiography; Ultrasonography,Article,Final,Scopus,2-s2.0-85117591686
"Wang Z., Wang Z., Du C., Zhang Y., Tao B., Xian H.",57222992523;57222992468;57222981978;57222995083;57211525752;56067600000;,β-elemene affects angiogenesis of infantile hemangioma by regulating angiotensin-converting enzyme 2 and hypoxia-inducible factor-1 alpha,2021,Journal of Natural Medicines,75,3,,655,663,,,10.1007/s11418-021-01516-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104339783&doi=10.1007%2fs11418-021-01516-y&partnerID=40&md5=a0ffa19e5a0d4710d09c6c7fedff81ad,ACE2; Angiogenesis; HIF-1-α; Infantile hemangioma; Β-elemene,Article,Final,Scopus,2-s2.0-85104339783
"Jalil M., Purwantoro A., Daryono B.S., Kurniawan F.Y., Purnomo",57218894913;16679828800;8928730200;57216418862;57199705189;,The commodity of Curcuma spp. sold in the traditional markets of Yogyakarta,2021,IOP Conference Series: Earth and Environmental Science,762,1,012039,,,,1,10.1088/1755-1315/762/1/012039,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106427465&doi=10.1088%2f1755-1315%2f762%2f1%2f012039&partnerID=40&md5=b293d7240610a7b5144eded891b869e9,,Conference Paper,Final,Scopus,2-s2.0-85106427465
"Neangthaisong T., Rattanakiat S., Phimarn W., Joeprakhon S., Saramunee K., Sungthong B.",57243397000;24280201800;56009586300;57243373700;23987926900;23978929300;,"Local wisdom and medicinal plant utilization of certified folk healers for therapeutic purposes in Buriram Province, Thailand",2021,Tropical Journal of Natural Product Research,5,4,,678,685,,,10.26538/tjnpr/v5i4.15,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114120741&doi=10.26538%2ftjnpr%2fv5i4.15&partnerID=40&md5=cf6a8d367fe1a4c4bf7bc1ecfa881893,Ethnobotany; Ethnomedicine; Medicinal plants; Oblation; Traditional uses; Use value index,Article,Final,Scopus,2-s2.0-85114120741
"Duangyod T., Rujanapan N., Champakam S., Charoensup R.",52363620100;57223252882;57223255484;56074191200;,Anti-inflammatory activity and chemical constituents of red limestone,2021,Journal of Advanced Pharmaceutical Technology and Research,12,2,,185,189,,,10.4103/japtr.JAPTR_55_21,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105394709&doi=10.4103%2fjaptr.JAPTR_55_21&partnerID=40&md5=df839b03eb806b0ccb7412856f673575,Anti-inflammatory activity; chemical constituent; Curcuma longa L; red limestone,Article,Final,Scopus,2-s2.0-85105394709
"Yincharoen K., Adekoya A.E., Chokpaisarn J., Kunworarath N., Jaisamut P., Limsuwan S., Chusri S.",57205553738;57208151955;55797088800;57035431400;57188820214;8879053500;57221336347;,"Anti-infective effects of traditional household remedies described in the national list of essential medicines, Thailand, on important human pathogens",2021,Journal of Herbal Medicine,26,,100401,,,,,10.1016/j.hermed.2020.100401,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100665321&doi=10.1016%2fj.hermed.2020.100401&partnerID=40&md5=7dfdba6457bfaaf6aee4641c8c3db734,Antibacterial activity; Medicinal plant; Polyherbal formulation; Traditional medicine,Article,Final,Scopus,2-s2.0-85100665321
"Zahoor M., Yousaf Z., Yasin H., Shinwari Z.K., Haroon M., Saleh N., Younas A., Aftab A., Shamsheer B., Qamar N.R., Rashid M.",57194030341;6507769670;57204481531;6602100258;57194034387;57194029793;36722995300;56617699300;57204481498;57221730557;57197624726;,"Ethnobotanicals and commercial trends of herbal markets in Punjab, Pakistan",2021,Journal of Herbal Medicine,26,,100425,,,,1,10.1016/j.hermed.2021.100425,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099922335&doi=10.1016%2fj.hermed.2021.100425&partnerID=40&md5=62f781dd1e704abdb3793249bb06bcb3,Herbal markets; Herbal medicines; Lahore; Papar mandi; Punjab,Article,Final,Scopus,2-s2.0-85099922335
"Wahidah B.F., Hayati N., Khusna U.N., Ducha Rahmani T.P., Khasanah R., Kamal I., Husain F., Setiawan A.I.",57204432026;57210310483;57222613641;57202116971;57224336610;57222614789;57204421021;57222613338;,"The ethnobotany of Zingibraceae as the traditional medicine ingredients utilized by Colo Muria mountain villagers, Central Java",2021,IOP Conference Series: Earth and Environmental Science,1796,1,012113,,,,1,10.1088/1742-6596/1796/1/012113,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103449629&doi=10.1088%2f1742-6596%2f1796%2f1%2f012113&partnerID=40&md5=e88030d40d789ada944c065eab7808c1,ethnobotani; ingredients; zingibraceae,Conference Paper,Final,Scopus,2-s2.0-85103449629
"Wei C., Li D., Liu Y., Wang W., Qiu T.",57222386217;55640544900;55742310800;57220152423;57222389786;,Curdione Induces Antiproliferation Effect on Human Uterine Leiomyosarcoma via Targeting IDO1,2021,Frontiers in Oncology,11,,637024,,,,1,10.3389/fonc.2021.637024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102589108&doi=10.3389%2ffonc.2021.637024&partnerID=40&md5=121fbaa179097ef4e9012b8e43cf21b3,"apoptosis; autophagy; curdione; Indoleamine-2, 3-dioxygenase-1; uterine leiomyosarcoma",Article,Final,Scopus,2-s2.0-85102589108
"Luo Y., Chen J., Kuai L., Zhang Y., Ding X., Luo Y., Ru Y., Xing M., Li H., Sun X., Li B., Li X.",57209833545;57221809485;57217862240;55888807900;57209827791;57203686496;57203679357;57208246423;57196483244;57196478991;57074251200;47461400300;,Chinese Herbal Medicine for Psoriasis: Evidence From 11 High-Quality Randomized Controlled Trials,2021,Frontiers in Pharmacology,11,,599433,,,,,10.3389/fphar.2020.599433,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100518476&doi=10.3389%2ffphar.2020.599433&partnerID=40&md5=047c10fa5ee339b8f2747133ac81a05c,Chinese herbal medicine; high-quality; meta-analysis; psoriasis; randomized controlled trials,Review,Final,Scopus,2-s2.0-85100518476
"Hosseini-Zare M.S., Sarhadi M., Zarei M., Thilagavathi R., Selvam C.",57194005788;57221316743;57221316706;6506191345;6505763071;,Synergistic effects of curcumin and its analogs with other bioactive compounds: A comprehensive review,2021,European Journal of Medicinal Chemistry,210,,113072,,,,17,10.1016/j.ejmech.2020.113072,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098805073&doi=10.1016%2fj.ejmech.2020.113072&partnerID=40&md5=ce1814db9c353c9ee08fc65df607dc2b,Anticancer; Curcumin; Synergy,Review,Final,Scopus,2-s2.0-85098805073
"Wang C., Guo J., Wu Z.",57365512600;57365445400;57365156900;,Combinative treatment of Curdione and docetaxel triggers reactive oxygen species (ROS)-mediated intrinsic apoptosis of triple-negative breast cancer cells,2021,Bioengineered,12,2,,10037,10048,,,10.1080/21655979.2021.1994737,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120726426&doi=10.1080%2f21655979.2021.1994737&partnerID=40&md5=7b4afe10f83bcb2773f48446213e356e,chemo-sensitization; Curdione; docetaxel; reactive oxygen species (ROS); triple-negative breast cancer (TNBC),Article,Final,Scopus,2-s2.0-85120726426
"Zhang Q., Zhang W., Wang X., Chen X., Gao Y.",57330169400;57329198600;57225118336;57329778700;57329593800;,Effect of combination of Yiqi Jianpi Yangxue Decoction and chemotherapy on quality of life and adverse reactions of patients with recurrent ovarian cancer,2021,Tropical Journal of Pharmaceutical Research,20,10,,2227,2233,,,10.4314/tjpr.v20i10.30,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118893495&doi=10.4314%2ftjpr.v20i10.30&partnerID=40&md5=cea405d822b768ec8eaa0bd7eedf5b5e,Adverse reactions; Carboplatin; Chemotherapy; Paclitaxel; Quality of life; Recurrent ovarian cancer; Yiqi Jianpi Yangxue Decoction,Article,Final,Scopus,2-s2.0-85118893495
"Liu Q., Zhu S., Hayashi S., Iida O., Takano A., Miyake K., Sukrong S., Agil M., Balachandran I., Nakamura N., Kawahara N., Komatsu K.",57222812589;7404391602;57247318600;36059224200;57247104300;57247318700;16833981000;22936708500;12445143700;57247318800;26651152600;7401864713;,Discrimination of Curcuma species from Asia using intron length polymorphism markers in genes encoding diketide-CoA synthase and curcumin synthase,2021,Journal of Natural Medicines,,,,,,,1,10.1007/s11418-021-01558-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114358202&doi=10.1007%2fs11418-021-01558-2&partnerID=40&md5=c52c5228b6e88d39d1f5f971c7208016,Curcuma; Curcumin synthase; Diketide-CoA synthase; Intron length polymorphism; Molecular identification; trnK,Article,Article in Press,Scopus,2-s2.0-85114358202
"Rachmaniah O., Muhsin M.R., Putra A.W., Rachimoellah M.",56231076700;57215053212;57241108900;24406148100;,Purification of curcuminoids from natural deep eutectic solvents (Nades) matrices using chromatography-based separation methods,2021,Indonesian Journal of Chemistry,21,4,,806,815,,,10.22146/ijc.58935,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114032533&doi=10.22146%2fijc.58935&partnerID=40&md5=25926e24caecc0266afc6b566a02ff99,Chromatography; Curcumin; Recrystallization; Separation; Solid phase extraction,Article,Final,Scopus,2-s2.0-85114032533
"Guo Y., Liu F.-Y., Shen Y., Xu J.-Y., Xie L.-Z., Li S.-Y., Ding D.-N., Zhang D.-Q., Han F.-J.",56067281800;57222343485;57226029575;57223373626;57191669095;57226031992;57225988217;57226024491;37031070700;,Complementary and Alternative Medicine for Dysmenorrhea Caused by Endometriosis: A Review of Utilization and Mechanism,2021,Evidence-based Complementary and Alternative Medicine,2021,,6663602,,,,,10.1155/2021/6663602,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110232529&doi=10.1155%2f2021%2f6663602&partnerID=40&md5=6aec1ed6abec1247c6ae50ed0de6b57d,,Review,Final,Scopus,2-s2.0-85110232529
"Chen P.-Y., Wang C., Zhang Y., Yuan C., Yu B., Ke X.-G., Wu H.-Z., Yang Y.-F., Xiao X.-C.",57220209490;57225044820;57216850204;57219871405;57219870399;57220210507;35365248600;15066201200;57221993869;,Predicting the Molecular Mechanism of “Angong Niuhuang Pills” in the Treatment of COVID-19 Based on Network Pharmacology,2021,Natural Product Communications,16,6,,,,,,10.1177/1934578X211024032,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109031253&doi=10.1177%2f1934578X211024032&partnerID=40&md5=3c2f416af01f989f9f77f53f23817556,Angong Niuhuang Pills; COVID-19; Mechanisms of action; Molecular Docking; Network Pharmacology,Article,Final,Scopus,2-s2.0-85109031253
"Xu Y., Shi X., Wang Y.",57224468070;57224481714;57224488411;,Effects of paclitaxel and cisplatin combined with traditional chinese therapy on serum tumor markers and immunological indexes in advanced epithelial ovarian cancer,2021,Latin American Journal of Pharmacy,40,5,,921,925,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107643338&partnerID=40&md5=40b45422ee96e447af740a6dad468477,Advanced epithelial ovarian cancer; Cisplatin; Self-made Chinese medicine decoction,Article,Final,Scopus,2-s2.0-85107643338
"He T.-M., Liu J.-X., Duan C.-C., Li X.-F., Zhang J.-Y.",57211780869;57219858602;57208031509;57206741712;55646696100;,Effective Material Basis and Mechanism Analysis of Compound Banmao Capsule against Tumors Using Integrative Network Pharmacology and Molecular Docking,2021,Evidence-based Complementary and Alternative Medicine,2021,,6653460,,,,,10.1155/2021/6653460,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106347853&doi=10.1155%2f2021%2f6653460&partnerID=40&md5=8feb9e9985237248d30630bdfc7437fb,,Article,Final,Scopus,2-s2.0-85106347853
"Fang F., Wen W.-B., Xie X.-H., Yang L., Zhang X., Zhao J.",57222632335;57216874416;57222636230;57222639505;57222635260;57222637377;,The Mechanism of Jian-Gan-Xiao-Zhi Decoction in Insulin Resistant Adipocytes and Its Component Analysis,2021,Natural Product Communications,16,3,,,,,,10.1177/1934578X21997678,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103592704&doi=10.1177%2f1934578X21997678&partnerID=40&md5=655e50f577349d8977aa27666de39ab5,AMPK; insulin resistant; Jian-Gan-Xiao-Zhi decoction; JNK; LC-MS/MS; ROS,Article,Final,Scopus,2-s2.0-85103592704
"Afrida I.R., Fatchiyah F., Widodo N., Amin M., Djati M.S.",57222042279;12241383200;57190247745;57188809077;56403414400;,"Shogaol, bisdemethoxycurcumin, and curcuminoid: Potential zingiber compounds against covid-19",2021,Biointerface Research in Applied Chemistry,11,5,,12869,12876,,,10.33263/BRIAC115.1286912876,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101112632&doi=10.33263%2fBRIAC115.1286912876&partnerID=40&md5=dbd1f24eaf47925b97cedc42347df73a,ACE2; COVID-19; Curcuma; Ginger; RdRP protein,Article,Final,Scopus,2-s2.0-85101112632
"Zhang J., Chen H., Bao Y., Xie D., Yang W., Jiang H., Dong T., Han H.",57207835436;57225113503;55085067300;57207365797;55501159300;57221182088;57195220622;55231109700;,System Pharmacology-Based Strategy to Decode the Synergistic Mechanism of GanDouLing for Wilson's Disease,2021,Evidence-based Complementary and Alternative Medicine,2021,,1248920,,,,,10.1155/2021/1248920,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100663901&doi=10.1155%2f2021%2f1248920&partnerID=40&md5=103ff468107d708664059a8324a9318c,,Article,Final,Scopus,2-s2.0-85100663901
"Shi C., Yang C.",57221732461;56286008600;,Molecular mechanism and anti-fertility effect of plant complex sterility agent on targeted gene DPY19L2 in rats,2021,Clinical Laboratory,67,1,,34,41,,,10.7754/Clin.Lab.2020.200322,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099967482&doi=10.7754%2fClin.Lab.2020.200322&partnerID=40&md5=70dfa07c98893ad08cbe07e59985ec9b,Damage caused by rats; DPY19L2; Fertility; Mechanism; Plant complex sterility agent,Article,Final,Scopus,2-s2.0-85099967482
"Kalló G., Kunkli B., Győri Z., Szilvássy Z., Csősz É., Tőzsér J.",55915520300;57221099868;55955389200;35480218000;8364763000;7004858541;,"Compounds with antiviral, anti-inflammatory and anticancer activity identified in wine from hungary’s tokaj region via high resolution mass spectrometry and bioinformatics analyses",2020,International Journal of Molecular Sciences,21,24,9547,1,20,,,10.3390/ijms21249547,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098229319&doi=10.3390%2fijms21249547&partnerID=40&md5=cf7887cda8b785494824ab3725b3610b,Functional food; High resolution mass spectrometry; LC-MS; Metabolomics; Wine,Article,Final,Scopus,2-s2.0-85098229319
"Omar Madi I.S., Meetum P., Kanjanamaneesathian M., Mongkol R.",57222375448;56801803400;6506312528;56602895300;,Efficacy of Thai plant extracts against grain discoloration disease in rice (Oryza sativa L.),2020,Agriculture and Natural Resources,54,6,,579,586,,,10.34044/j.anres.2020.54.6.02,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102505302&doi=10.34044%2fj.anres.2020.54.6.02&partnerID=40&md5=fa35be65cc32f0fac55b25cb07f0fce6,Alpinia galanga; Antifungal activity; Curvularia lunata; Fusarium sacchari; Syzygium aromaticum,Article,Final,Scopus,2-s2.0-85102505302
"Zhong L.-F., Shang Z.-C., Sun F.-J., Zhu P.-H., Yin Y., Kong L.-Y., Yang M.-H.",57218827210;57190227144;57209837096;57218824205;55621902500;57218823316;7404925381;,Anticandidal formyl phloroglucinol meroterpenoids: Biomimetic synthesis and in vitro evaluation,2020,Bioorganic Chemistry,104,,104248,,,,,10.1016/j.bioorg.2020.104248,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090350990&doi=10.1016%2fj.bioorg.2020.104248&partnerID=40&md5=7d3ce686693851a032ba392357536eb4,Antibiofilm activity; Anticandidal activity; Essential oil; Formyl phloroglucinol meroterpenoids,Article,Final,Scopus,2-s2.0-85090350990
